6.127759990972419502e+01	1.311197104397379576e+02	-1.013828605111605015e+02	-2.282533283336124441e+02	-1.341716760790336309e+02	-6.044933946735456232e+01	-2.635536772180735738e+02	-1.314980176050569582e+01	3.343324392509425280e+01	-1.331298160416386906e+02	3.099825086235276927e+01	-6.316979904959653425e+01
2.446283114039818827e+02	-3.433400618638640367e+02	1.711236290775855764e+02	-2.673202231560070459e+02	-5.471669042220313486e+02	-7.741462114435030628e+01	9.710653713335574366e+01	-1.674186951563288517e+02	-4.223223629533249124e+01	-1.295165286864200596e+02	1.398755825197569607e+02	-1.280671120819702651e+02
1.909341063614580776e+02	-3.704081748357269817e+02	2.355403426011666852e+02	2.769367376786613022e+02	-2.031583567314906134e+02	-2.755060790252512959e+01	4.094882036367145588e+02	-2.847948986655665067e+02	-2.531014379671611039e+02	1.206661056582379956e+02	-1.050244151894018643e+02	7.146921624535403339e+01
1.654951562401191154e+02	8.592973060213917336e+01	-9.836622250416957058e+01	-4.033503997423966894e+02	-4.088342563503396718e+02	-1.005465513833813418e+02	-1.741192463025425070e+02	3.616103924733793917e+01	-2.259651337535886029e+01	-3.043638645684605990e+02	2.935915224287675755e+02	-2.560333294120980554e+02
2.741668471403031617e+02	-2.329464899650029110e+02	2.474237940257978039e+02	-8.037427822958224510e+01	-5.271996082636505889e+02	-7.666226328959544389e+01	1.148918987466237951e+02	-3.019536412277103068e+02	-4.360590054816632488e+01	-4.277310824314055537e+01	2.828952454209922962e+02	-1.527955933873876120e+02
-3.409473220539871363e+01	-2.958828188147283456e+01	9.572457924848411892e+01	2.356396270406975191e+02	1.157708314783203178e+02	4.705001732269741055e+00	1.068985606197295795e+02	-5.134912937864456950e+01	1.346577147813379227e+01	2.016780018796215472e+02	-1.365788414073333286e+02	6.776878071727929864e+01
1.677030361711653086e+02	-1.708590825104017199e+02	1.041031540063880243e+02	1.881418887876882451e+01	-1.069443974645366495e+02	-2.147197425333690433e+02	1.806343267115131539e+02	-7.503202625286897387e+01	-3.056958082313933573e+02	-1.831962996255837766e+02	1.682239152100405732e+01	6.943008825798801809e+01
7.156156109474979132e+01	1.221411366297055849e+02	-7.204306503174052523e+01	-1.147162869157322262e+01	-1.615389569546501036e+00	-1.229596391284843122e+02	1.040732467773270571e+02	1.492961928293393896e+02	-2.125872331877082786e+02	-4.066806114278840596e+02	-1.571319894013920475e+02	-3.400329228918501201e+01
1.544921297339276407e+02	-5.142711909330289473e+02	3.173601423621738036e+02	4.244451405289102013e+02	-2.719981911196712190e+02	-9.529948671191577603e+01	5.184357146629616864e+02	-3.521230512450540573e+02	-1.875465761466209358e+02	2.671741960656394212e+02	-5.734202725569151227e+01	1.917463909682722658e+02
1.203859682921907677e+02	-3.915245605346112256e+02	3.050732429318941854e+02	3.272819656781748563e+02	-8.099666988905912035e+01	5.875928549032427384e+01	3.009070545520555697e+02	-1.929278384042231664e+02	3.775500148670630551e+00	3.477990995040323128e+02	1.124714442972774719e+01	1.399820376636094466e+02
